City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
346,Goderich,CA,43.7501,-81.7165,75.9,68,91,13.8,overcast clouds
347,Turhal,TR,40.3875,36.0811,73.38,77,0,4.12,clear sky
348,Barra Do Garcas,BR,-15.89,-52.2567,93.78,22,0,0.0,clear sky
349,Abha,SA,18.2164,42.5053,64.22,94,20,6.91,few clouds
350,Summerside,CA,46.3959,-63.7876,69.93,60,64,20.71,broken clouds
351,Wilhelmshaven,DE,53.5167,8.1333,62.1,92,70,13.18,light rain
352,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,73,75,20.71,broken clouds
353,Whitecourt,CA,54.1502,-115.6855,76.24,60,75,10.36,broken clouds
354,Kurilsk,RU,45.2333,147.8833,62.64,96,49,5.64,scattered clouds
355,Port Moresby,PG,-9.4431,147.1797,74.62,94,75,6.91,broken clouds
356,Banda Aceh,ID,5.5577,95.3222,80.49,72,100,13.98,overcast clouds
357,Ojinaga,MX,29.5667,-104.4167,99.57,29,1,10.36,clear sky
358,Pullman,US,46.7313,-117.1796,103.42,19,40,3.0,haze
359,Itoman,JP,26.1247,127.6694,82.78,89,75,13.8,broken clouds
360,Westport,US,41.1415,-73.3579,79.36,50,20,1.01,few clouds
361,Mananara,MG,-16.1667,49.7667,65.68,92,43,5.7,light rain
362,Vangaindrano,MG,-23.35,47.6,65.48,72,64,2.01,broken clouds
363,Mizan Teferi,ET,6.9833,35.5833,60.96,99,100,2.77,moderate rain
364,Bukachacha,RU,52.9833,116.9167,47.71,93,7,4.76,clear sky
365,Anloga,GH,5.7947,0.8973,79.02,88,34,9.69,scattered clouds
366,Jutai,BR,-5.1833,-68.9,90.25,28,7,0.98,clear sky
367,Cuiluan,CN,47.72,128.648,68.36,99,74,3.98,broken clouds
368,Halifax,CA,44.6453,-63.5724,72.52,61,16,1.99,few clouds
369,El Sauzal,MX,31.9,-116.6833,70.41,84,26,10.96,scattered clouds
370,Carballo,ES,43.213,-8.691,63.82,84,54,2.93,broken clouds
371,Ilulissat,GL,69.2167,-51.1,59.02,38,1,3.44,clear sky
372,Srednekolymsk,RU,67.45,153.6833,40.62,86,100,12.15,overcast clouds
373,Rio Bonito,BR,-22.7086,-42.6097,69.08,78,77,3.85,broken clouds
374,Ajdabiya,LY,30.7554,20.2263,83.46,54,0,12.75,clear sky
375,Shirochanka,RU,46.6497,38.3978,78.33,68,0,7.27,clear sky
376,La Ronge,CA,55.1001,-105.2842,75.42,38,20,8.05,smoke
377,Port Lincoln,AU,-34.7333,135.8667,49.12,76,4,8.28,clear sky
378,Numan,NG,9.4667,12.0333,77.4,75,100,3.33,overcast clouds
379,Cape Coast,GH,5.1053,-1.2466,76.19,88,8,9.13,clear sky
380,Carupano,VE,10.6678,-63.2585,82.72,77,81,11.36,broken clouds
381,Sheridan,US,44.8333,-106.9173,87.69,27,92,7.0,overcast clouds
382,Sandakan,MY,5.8402,118.1179,78.48,83,20,4.61,few clouds
383,Sao Joao Da Barra,BR,-21.6403,-41.0511,62.69,64,100,11.36,overcast clouds
384,Kaseda,JP,31.4167,130.3167,80.85,82,99,0.96,light rain
385,Nsanje,MW,-16.92,35.262,65.53,86,60,3.29,broken clouds
386,Hovd,MN,48.0056,91.6419,55.45,89,100,2.98,moderate rain
387,Baraboo,US,43.4711,-89.7443,80.02,64,0,1.99,clear sky
388,Ndjole,GA,-0.1783,10.7649,79.74,66,92,7.7,overcast clouds
389,Onda,ES,39.9667,-0.25,78.3,79,29,1.9,scattered clouds
390,Limbuhan,PH,11.8838,124.0501,82.76,81,85,15.68,overcast clouds
391,Quatre Cocos,MU,-20.2078,57.7625,69.91,71,3,14.99,clear sky
392,Harindanga,IN,22.0383,88.3214,84.18,86,99,7.87,overcast clouds
393,Seoul,KR,37.5683,126.9778,78.4,83,75,1.14,broken clouds
394,Jiexiu,CN,37.0244,111.9125,75.78,36,0,6.02,clear sky
395,Barcelos,PT,41.5388,-8.6151,64.85,77,58,8.95,broken clouds
396,Upernavik,GL,72.7868,-56.1549,42.76,78,100,0.51,overcast clouds
397,Whitehorse,CA,60.7161,-135.0538,76.1,40,20,13.0,few clouds
398,Isiro,CD,2.7739,27.616,64.98,97,100,2.13,overcast clouds
399,Elko,US,41.0002,-115.5012,83.73,48,23,4.0,few clouds
400,Pathein,MM,16.7833,94.7333,79.03,89,100,8.46,overcast clouds
401,Marica,BR,-22.9194,-42.8186,67.89,75,77,6.44,broken clouds
402,Toora-Khem,RU,52.4675,96.11,53.1,99,100,2.21,light rain
403,Ranong,TH,9.9658,98.6348,79.54,87,100,13.49,overcast clouds
404,Berlevag,NO,70.8578,29.0864,48.67,90,100,11.16,overcast clouds
405,Severo-Kurilsk,RU,50.6789,156.125,53.53,96,100,4.72,overcast clouds
406,Chuy,UY,-33.6971,-53.4616,53.89,80,0,4.68,clear sky
407,Inyonga,TZ,-6.7167,32.0667,65.95,43,34,6.17,scattered clouds
408,Alta Floresta,BR,-9.8756,-56.0861,94.82,24,0,5.75,clear sky
409,Te Anau,NZ,-45.4167,167.7167,46.31,98,100,1.19,light rain
410,Atambua,ID,-9.1061,124.8925,71.69,88,30,5.48,scattered clouds
411,Gombong,ID,-7.6072,109.5142,72.82,89,77,3.96,broken clouds
412,Tulsipur,NP,28.131,82.2973,75.7,93,100,3.85,overcast clouds
413,Wangqing,CN,43.3218,129.7634,74.39,92,96,7.16,overcast clouds
414,Pochutla,MX,15.7432,-96.4661,92.82,53,16,8.9,few clouds
415,Mandalgovi,MN,45.7625,106.2708,58.46,70,4,4.25,clear sky
416,Quelimane,MZ,-17.8786,36.8883,69.75,88,40,3.0,scattered clouds
417,Kanbe,MM,16.7053,96.0017,77.05,89,100,9.26,overcast clouds
418,Kormilovka,RU,55.0026,74.1028,64.15,91,33,5.61,scattered clouds
419,Ayan,RU,56.45,138.1667,54.1,71,0,6.8,clear sky
420,Bogale,MM,16.2833,95.4,78.8,90,100,9.42,overcast clouds
421,Mocuba,MZ,-16.8392,36.9856,63.16,97,9,3.89,clear sky
422,Touros,BR,-5.1989,-35.4608,83.3,67,91,17.58,overcast clouds
423,Samfya,ZM,-11.3649,29.5565,63.64,51,0,8.66,clear sky
424,Ribeira Grande,PT,38.5167,-28.7,77.4,65,20,13.8,few clouds
425,Fenoarivo Atsinanana,MG,-17.3667,49.4167,65.66,90,62,8.19,light rain
426,Jiangyou,CN,31.7667,104.7167,76.8,84,29,4.45,scattered clouds
427,Honningsvag,NO,70.9821,25.9704,45.81,91,100,11.56,overcast clouds
428,Yumen,CN,40.2833,97.2,76.6,21,99,19.98,overcast clouds
429,Pocone,BR,-16.2567,-56.6228,91.87,15,38,1.19,scattered clouds
430,Whitefish,US,48.4111,-114.3376,98.01,26,1,4.61,smoke
431,Rustenburg,ZA,-25.6676,27.2421,53.19,39,0,4.07,clear sky
432,Lentekhi,GE,42.7856,42.7261,63.97,92,3,5.1,moderate rain
433,Dawlatabad,AF,36.4141,64.9053,80.53,18,0,6.64,clear sky
434,Guadalupe Y Calvo,MX,26.1,-106.9667,68.38,61,93,3.22,overcast clouds
435,Biak,ID,-0.9131,122.8766,75.16,87,23,4.76,few clouds
436,Savannah Bight,HN,16.45,-85.85,87.85,76,87,19.3,overcast clouds
437,Rocha,UY,-34.4833,-54.3333,54.63,70,3,4.38,clear sky
438,Sonoita,MX,31.85,-112.8333,94.53,34,76,4.65,broken clouds
439,Malakal,SS,9.5334,31.6605,71.02,94,100,2.08,overcast clouds
440,Meulaboh,ID,4.1363,96.1285,75.78,85,100,2.84,overcast clouds
441,Hamilton,US,39.1834,-84.5333,79.25,73,90,4.0,overcast clouds
442,Kalakamati,BW,-20.5929,27.3121,54.19,61,0,13.44,clear sky
443,Urumqi,CN,43.801,87.6005,61.75,68,0,6.71,clear sky
444,Cidreira,BR,-30.1811,-50.2056,57.0,82,0,13.94,clear sky
445,Homer,US,59.6425,-151.5483,65.77,74,1,4.61,clear sky
446,Tabuk,PH,17.4189,121.4443,76.5,81,100,2.59,overcast clouds
447,Matara,LK,5.9485,80.5353,78.26,87,26,10.74,scattered clouds
448,Pimentel,PE,-6.8367,-79.9342,73.69,77,0,8.01,clear sky
449,Zdvinsk,RU,54.7021,78.661,64.44,55,79,5.97,broken clouds
450,Uribia,CO,11.7139,-72.266,93.69,41,0,18.79,clear sky
451,Ornskoldsvik,SE,63.2909,18.7153,62.42,94,100,3.44,overcast clouds
452,Phan Thiet,VN,10.9333,108.1,77.56,91,59,10.58,broken clouds
453,Laguna,US,38.421,-121.4238,99.43,37,1,1.01,clear sky
454,Muros,ES,42.7762,-9.0603,64.9,82,97,5.68,overcast clouds
455,Clarence Town,AU,-32.5833,151.7833,59.81,77,0,3.53,clear sky
456,Conceicao Da Barra,BR,-18.5933,-39.7322,68.18,69,54,11.65,broken clouds
457,Vuktyl,RU,63.8567,57.3094,56.44,92,100,11.79,overcast clouds
458,Kungurtug,RU,50.5994,97.5228,53.69,98,100,1.7,light rain
459,Taldan,RU,53.6667,124.8,54.39,77,100,7.85,overcast clouds
460,Christchurch,NZ,-43.5333,172.6333,52.0,91,90,8.01,overcast clouds
461,Marawi,PH,7.9986,124.2928,68.65,92,57,3.15,broken clouds
462,Vallenar,CL,-28.5708,-70.7581,78.4,19,0,5.44,clear sky
463,Kashan,IR,33.9831,51.4364,90.95,20,94,10.16,overcast clouds
464,Yeniseysk,RU,58.4497,92.1703,53.15,68,92,3.04,overcast clouds
465,Alihe,CN,50.5667,123.7167,54.16,99,100,4.25,moderate rain
466,Indianola,US,41.3581,-93.5574,80.83,73,90,4.99,overcast clouds
467,Plastun,RU,44.7561,136.2939,67.73,98,100,6.73,overcast clouds
468,Tobe,JP,33.7447,132.7901,79.68,54,100,4.09,overcast clouds
469,Talgar,KZ,43.3027,77.2395,59.16,48,1,2.24,clear sky
470,Sayville,US,40.7359,-73.0821,79.56,51,40,4.0,scattered clouds
471,Tazovskiy,RU,67.4667,78.7,48.81,86,94,7.9,overcast clouds
472,Novyy Urengoy,RU,66.0833,76.6333,53.78,74,100,4.68,overcast clouds
473,Pauini,BR,-7.7136,-66.9764,91.72,22,31,2.93,scattered clouds
474,Auki,SB,-8.7676,160.7034,76.3,88,100,7.2,moderate rain
475,Adwa,ET,14.1646,38.8955,61.63,93,100,4.29,overcast clouds
476,Najran,SA,17.4924,44.1277,86.65,43,81,11.86,broken clouds
477,Nisia Floresta,BR,-6.0911,-35.2086,84.58,69,31,14.2,scattered clouds
478,Banjar,ID,-8.19,114.9675,78.66,88,45,6.49,scattered clouds
479,Massakory,TD,12.996,15.7293,78.8,79,99,6.51,overcast clouds
480,Almeirim,BR,-1.5233,-52.5817,78.53,80,99,2.62,overcast clouds
481,Clonakilty,IE,51.6231,-8.8706,63.61,87,58,6.98,broken clouds
482,Gazanjyk,TM,39.2446,55.5154,84.02,10,2,8.1,clear sky
483,Marienburg,PL,54.0359,19.0266,67.66,56,28,7.92,scattered clouds
484,Gusau,NG,12.1628,6.6614,75.85,85,91,10.25,moderate rain
485,Chadan,RU,51.2833,91.5833,53.65,86,100,2.42,overcast clouds
486,West Bay,KY,19.3667,-81.4167,89.67,72,20,1.99,few clouds
487,Mahajanga,MG,-15.7167,46.3167,75.22,57,20,12.66,few clouds
488,Praia Da Vitoria,PT,38.7333,-27.0667,77.25,73,20,11.03,few clouds
489,Wajir,KE,1.7471,40.0573,79.25,48,75,23.8,broken clouds
490,Port Macquarie,AU,-31.4333,152.9167,44.56,70,0,9.55,clear sky
491,Turukhansk,RU,65.8167,87.9833,54.82,65,100,5.93,overcast clouds
492,Sesheke,ZM,-17.4759,24.2968,58.44,42,4,7.0,clear sky
493,Ninghai,CN,29.2892,121.4247,78.73,93,90,3.0,overcast clouds
494,Marsa Matruh,EG,31.3525,27.2453,82.6,83,0,17.27,clear sky
495,Juneau,US,58.3019,-134.4197,78.84,68,20,8.05,few clouds
496,Tynne,UA,50.6015,26.1849,66.74,96,100,7.27,overcast clouds
497,Dudinka,RU,69.4058,86.1778,50.05,92,68,11.48,broken clouds
498,Waitati,NZ,-45.75,170.5667,51.8,84,100,3.56,light rain
499,Tessalit,ML,20.1986,1.0114,94.78,27,31,16.67,scattered clouds
500,Poum,NC,-20.2333,164.0167,68.49,59,25,17.56,scattered clouds
501,Vanavara,RU,60.34,102.2797,58.86,90,100,3.6,overcast clouds
502,Tambura,SS,5.6,27.4667,68.41,97,81,2.86,broken clouds
503,Barranca,PE,-10.75,-77.7667,66.47,74,10,14.07,clear sky
504,Fortuna,US,40.5982,-124.1573,98.47,77,1,12.66,clear sky
505,Narathiwat,TH,6.3333,101.75,74.98,83,98,5.99,overcast clouds
506,Muroto,JP,33.2833,134.15,80.78,72,78,2.53,broken clouds
507,Kalmunai,LK,7.4167,81.8167,80.62,75,100,6.87,overcast clouds
508,Kismayo,SO,-0.3582,42.5454,75.58,85,82,20.38,broken clouds
509,Portland,US,45.5234,-122.6762,90.95,46,90,3.44,overcast clouds
510,Poltavka,RU,54.3663,71.7632,64.42,78,100,4.7,overcast clouds
511,Road Town,VG,18.4167,-64.6167,86.2,79,40,10.36,scattered clouds
512,Hualmay,PE,-11.0964,-77.6139,67.68,73,18,13.85,few clouds
513,Porto Santo,PT,33.072,-16.3415,71.98,68,40,13.8,scattered clouds
514,Kargopol,RU,61.5071,38.9456,55.02,99,44,5.12,scattered clouds
515,Svetlyy,RU,54.675,20.1347,62.65,82,53,4.65,broken clouds
516,Puerto Del Rosario,ES,28.5004,-13.8627,76.75,65,20,19.57,few clouds
517,Lipari,IT,38.4674,14.954,87.1,71,2,1.77,clear sky
518,Atlantic City,US,39.3643,-74.4229,84.02,41,1,11.5,clear sky
519,Dergachi,RU,51.2328,48.7659,73.44,58,98,0.92,overcast clouds
520,Martapura,ID,-3.4167,114.85,75.29,100,60,3.44,mist
521,Ngunguru,NZ,-35.6167,174.5,52.16,68,11,15.03,few clouds
522,Bridlington,GB,54.0831,-0.1919,64.58,90,100,6.35,overcast clouds
523,Lazaro Cardenas,MX,17.9583,-102.2,87.78,64,88,7.67,overcast clouds
524,Khonsa,IN,27.0167,95.5667,67.44,98,62,2.44,broken clouds
525,Oussouye,SN,12.485,-16.5469,75.38,85,100,10.94,overcast clouds
526,Lodja,CD,-3.4833,23.4333,76.96,31,89,3.44,overcast clouds
527,San Cristobal,VE,7.7669,-72.225,86.18,54,66,8.5,broken clouds
528,Bac Lieu,VN,9.285,105.7244,78.64,87,73,11.34,broken clouds
529,Nemuro,JP,43.3236,145.575,65.05,99,100,14.23,light rain
530,Tarragona,ES,41.129,1.249,74.43,67,20,5.75,light rain
531,Sao Filipe,CV,14.8961,-24.4956,76.05,84,86,11.9,overcast clouds
532,Naushki,RU,50.3828,106.1056,57.27,90,99,2.55,overcast clouds
533,Kontagora,NG,10.3999,5.4695,74.35,86,85,3.06,overcast clouds
534,Saint-Leu,RE,-21.15,55.2833,68.86,72,43,5.64,scattered clouds
535,Kamenka,RU,51.3223,42.7678,70.93,73,36,1.7,scattered clouds
536,Samarai,PG,-10.6167,150.6667,78.12,65,91,15.86,overcast clouds
537,Ashqelon,IL,31.6693,34.5715,83.41,65,0,4.74,clear sky
538,Lukulu,ZM,-14.3707,23.242,59.47,41,0,6.89,clear sky
539,Vilyuysk,RU,63.7553,121.6247,58.15,57,1,4.45,clear sky
540,Piet Retief,ZA,-27.0071,30.8132,46.54,50,0,2.98,clear sky
541,Opuwo,NA,-18.0607,13.84,63.28,22,0,8.1,clear sky
542,Viedma,AR,-40.8135,-62.9967,51.94,38,4,9.73,clear sky
543,Belgrade,RS,44.804,20.4651,82.06,28,0,3.44,clear sky
544,Vicosa,BR,-20.7539,-42.8819,63.32,50,55,12.88,broken clouds
545,Acajutla,SV,13.5928,-89.8275,93.79,58,64,8.68,broken clouds
546,Dali,CN,25.7,100.1833,59.74,94,100,1.36,overcast clouds
547,Kathmandu,NP,27.7167,85.3167,71.82,94,75,5.75,broken clouds
548,San Ramon,US,37.7799,-121.978,91.09,44,1,3.0,clear sky
549,Blois,FR,47.5833,1.3333,66.78,63,81,1.74,broken clouds
550,Alyangula,AU,-13.8483,136.4192,67.87,100,75,0.0,broken clouds
551,Qasigiannguit,GL,68.8193,-51.1922,59.25,69,22,0.45,few clouds
552,Sangar,RU,63.9242,127.4739,56.37,65,8,1.59,clear sky
553,Verkhnevilyuysk,RU,63.4453,120.3167,56.44,59,0,3.33,clear sky
554,Riberalta,BO,-10.9833,-66.1,86.2,35,8,0.0,clear sky
555,Dumka,IN,24.2667,87.25,79.27,87,100,5.37,moderate rain
556,Ejura,GH,7.3856,-1.3562,73.06,93,97,5.14,overcast clouds
557,Mabaruma,GY,8.2,-59.7833,85.71,61,10,7.14,clear sky
558,Chingirlau,KZ,51.095,54.0814,79.11,42,69,3.69,broken clouds
559,Marathon,US,44.9,-89.7668,78.24,85,90,1.01,haze
560,Mahibadhoo,MV,3.7833,72.9667,82.98,72,96,8.05,overcast clouds
561,Ketchikan,US,55.3422,-131.6461,70.27,73,1,13.8,clear sky
562,Igarka,RU,67.4667,86.5833,48.63,92,100,9.19,overcast clouds
563,Breisach,DE,48.0333,7.5833,68.81,67,90,4.61,overcast clouds
564,Avera,US,33.194,-82.5271,99.91,47,98,8.05,overcast clouds
565,Dekar,BW,-21.5333,21.9333,53.83,36,0,7.78,clear sky
566,Caravelas,BR,-17.7125,-39.2481,69.64,69,42,12.73,scattered clouds
567,Lakes Entrance,AU,-37.8811,147.981,46.18,93,100,9.19,light rain
568,Eastbourne,GB,50.7687,0.2845,65.1,85,24,5.99,few clouds
569,Half Moon Bay,US,37.4636,-122.4286,91.81,65,20,9.22,few clouds
570,Barinas,VE,8.6226,-70.2075,94.69,62,91,5.75,overcast clouds
571,Faro,PT,37.0194,-7.9322,74.98,43,0,11.5,clear sky
572,Jizan,SA,17.3333,42.6667,77.94,57,96,3.6,overcast clouds
573,Cap-Aux-Meules,CA,47.3821,-61.8597,66.22,77,75,24.16,broken clouds
574,Dingle,PH,10.9995,122.6711,77.77,88,98,6.4,overcast clouds
575,Andenes,NO,69.3143,16.1194,47.07,81,90,9.22,overcast clouds
576,Emerald,AU,-23.5333,148.1667,60.94,100,40,5.75,scattered clouds
577,Okhotsk,RU,59.3833,143.3,57.61,67,15,8.57,few clouds
578,Lamu,KE,-2.2717,40.902,75.42,82,100,19.1,overcast clouds
579,Kerman,IR,30.2832,57.0788,84.06,20,40,9.22,scattered clouds
580,Mitzic,GA,0.7821,11.549,73.04,79,100,3.6,light rain
581,Sechura,PE,-5.5569,-80.8222,78.15,56,10,15.05,clear sky
582,Flinders,AU,-34.5833,150.8552,59.81,72,2,7.81,clear sky
583,Wakkanai,JP,45.4094,141.6739,68.81,91,100,26.02,overcast clouds
584,Wolsztyn,PL,52.1155,16.1171,72.05,40,16,7.16,few clouds
585,Newport,GB,51.5877,-2.9984,63.07,81,21,9.37,few clouds
586,Sergeyevka,KZ,53.88,67.4158,66.58,76,100,5.77,overcast clouds
587,Kautokeino,NO,69.0125,23.0412,44.01,92,100,9.66,overcast clouds
588,Pingzhuang,CN,42.0372,119.2889,67.62,80,93,7.47,overcast clouds
589,Kosikha,RU,53.3617,84.5822,70.57,64,81,4.38,broken clouds
590,Astana,KZ,51.1801,71.446,64.35,52,0,2.24,clear sky
591,Niquero,CU,20.0431,-77.5828,87.89,60,13,5.46,few clouds
592,Neosho,US,36.869,-94.368,96.4,61,23,3.0,few clouds
593,Kantang,TH,7.4054,99.5156,77.95,91,100,8.68,light rain
594,Port-De-Bouc,FR,43.4,4.9833,78.96,59,75,19.57,broken clouds
595,Labuan,MY,5.2767,115.2417,79.16,100,20,0.0,few clouds
596,Santiago Del Estero,AR,-27.7951,-64.2615,69.8,17,3,5.46,clear sky
597,Pimenta Bueno,BR,-11.6725,-61.1936,93.61,20,4,0.51,clear sky
598,Dubbo,AU,-32.25,148.6167,53.73,82,0,5.75,clear sky
599,Acarau,BR,-2.8856,-40.12,82.29,66,100,16.62,overcast clouds
600,Cukai,MY,4.25,103.4167,80.74,90,92,4.85,overcast clouds
601,Moose Factory,CA,51.2585,-80.6094,69.8,49,1,5.75,clear sky
602,General Pico,AR,-35.6566,-63.7568,60.22,34,0,8.39,clear sky
603,Necochea,AR,-38.5473,-58.7368,51.04,66,39,9.84,scattered clouds
604,Kudahuvadhoo,MV,2.6708,72.8944,82.92,71,97,5.35,overcast clouds
605,Jumla,NP,29.2747,82.1838,63.43,96,100,2.39,overcast clouds
606,Ventspils,LV,57.3894,21.5606,64.33,88,0,3.44,clear sky
607,Egvekinot,RU,66.3167,-179.1667,35.64,67,98,7.52,overcast clouds
608,Casimiro Castillo,MX,19.6,-104.4333,89.94,52,94,5.28,overcast clouds
609,Bouca,CF,6.5105,18.2733,70.25,98,100,4.09,overcast clouds
610,Bow Island,CA,49.8668,-111.3684,93.22,22,6,6.91,clear sky
611,Kalianget,ID,-7.05,113.9333,79.29,77,48,7.52,scattered clouds
612,College,US,64.8569,-147.8028,71.1,58,75,4.61,broken clouds
613,Hazorasp,UZ,41.3194,61.0742,69.64,15,0,13.94,clear sky
614,Vestmannaeyjar,IS,63.4427,-20.2734,53.56,93,99,8.28,overcast clouds
615,Olot,ES,42.181,2.4901,70.57,74,7,1.72,light rain
616,Zhigansk,RU,66.7697,123.3711,64.6,47,11,7.25,few clouds
617,Rivadavia,AR,-33.1905,-68.4608,60.39,28,2,9.82,clear sky
618,Iwanai,JP,42.9744,140.5089,71.17,87,51,4.36,broken clouds
619,Mattawa,US,46.7379,-119.9028,97.86,12,87,3.74,overcast clouds
620,Hervey Bay,AU,-25.2986,152.8535,62.02,89,0,1.01,clear sky
621,Oromocto,CA,45.8351,-66.4792,69.94,54,75,12.66,broken clouds
622,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,24,0,16.11,clear sky
623,Vardo,NO,70.3705,31.1107,48.16,90,100,14.52,overcast clouds
624,Luyang,CN,27.6239,110.0989,78.04,73,82,2.28,broken clouds
625,Domoni,KM,-12.2569,44.5319,74.61,76,0,6.11,clear sky
626,Komsomolskiy,UZ,40.4272,71.7189,81.32,39,99,0.0,overcast clouds
627,Lavrentiya,RU,65.5833,-171.0,43.39,86,100,8.03,overcast clouds
628,Great Yarmouth,GB,52.6083,1.7305,64.09,84,57,1.45,broken clouds
629,Markala,ML,13.7021,-6.0659,86.5,56,86,10.13,overcast clouds
630,Guantanamo,CU,20.1444,-75.2092,90.46,44,9,10.98,clear sky
631,Puerto Narino,CO,-3.7703,-70.3831,78.75,35,16,1.41,few clouds
632,Poli,TZ,-3.3333,36.8,59.77,67,40,17.27,scattered clouds
633,Sambava,MG,-14.2667,50.1667,67.17,82,0,11.81,clear sky
634,Coquimbo,CL,-29.9533,-71.3436,55.13,76,20,10.36,few clouds
635,Lakselv,NO,70.0513,24.9718,49.82,93,90,3.44,light rain
636,Inuvik,CA,68.3499,-133.7218,75.96,43,75,6.91,broken clouds
637,Sindor,RU,62.8629,51.8905,55.69,98,62,6.8,broken clouds
638,Sotnikovskoye,RU,45.0039,43.7772,77.23,37,0,9.01,clear sky
639,Kamina,CD,-8.7386,24.9906,61.68,36,4,3.24,clear sky
640,Parbatipur,BD,25.6649,88.9247,78.35,94,100,9.51,overcast clouds
641,Montgomery,US,39.1501,-77.1997,84.78,51,1,5.75,clear sky
642,Beaufort,MY,5.3473,115.7455,78.96,90,14,3.02,few clouds
643,Diofior,SN,14.1833,-16.6667,81.52,82,100,7.25,overcast clouds
644,Marmaris,TR,36.855,28.2742,91.38,42,0,4.81,clear sky
645,Lovozero,RU,68.005,35.0117,50.63,84,98,5.5,overcast clouds
646,Carutapera,BR,-1.195,-46.02,78.89,87,50,7.23,heavy intensity rain
647,Bousso,TD,10.4795,16.7117,73.94,91,100,2.93,overcast clouds
648,Galveston,US,29.3669,-94.9669,99.19,77,58,1.01,broken clouds
649,Guider,CM,9.9342,13.9486,73.6,92,100,4.23,overcast clouds
650,Sweetwater,US,25.7634,-80.3731,94.01,61,40,3.0,scattered clouds
651,Xining,CN,36.6167,101.7667,55.71,73,3,2.39,clear sky
652,Villa Bruzual,VE,9.3328,-69.1208,83.82,69,90,6.76,overcast clouds
653,Kushiro,JP,42.975,144.3747,69.1,96,100,14.34,overcast clouds
654,Nago,JP,26.5881,127.9761,82.83,90,20,7.65,few clouds
655,Terrace,CA,54.5163,-128.6035,80.51,50,1,5.75,clear sky
656,El Jicaro,GT,14.9167,-89.9,90.93,54,42,3.98,scattered clouds
657,Vestmanna,FO,62.1564,-7.1664,47.32,81,90,10.36,overcast clouds
658,Kiunga,PG,-6.1219,141.2906,71.04,99,91,1.3,overcast clouds
659,Issoire,FR,45.55,3.25,58.26,91,100,0.87,overcast clouds
660,Muisne,EC,0.6,-80.0333,82.51,86,100,13.35,overcast clouds
661,Kutum,SD,14.2,24.6667,69.85,78,100,12.73,overcast clouds
662,Camacupa,AO,-12.0167,17.4833,61.23,31,0,2.82,clear sky
663,Berdigestyakh,RU,62.0989,126.6992,56.53,59,0,0.76,clear sky
664,Havoysund,NO,70.9963,24.6622,45.48,87,100,6.26,overcast clouds
665,Colac,AU,-38.3333,143.5833,45.84,94,68,6.35,broken clouds
666,Yanam,IN,16.7333,82.2167,81.72,70,100,5.77,overcast clouds
667,San Luis,AR,-33.295,-66.3356,59.95,24,4,8.25,clear sky
668,Liyang,CN,29.7057,118.2862,74.55,96,68,1.36,broken clouds
669,Herne Bay,GB,51.373,1.1286,65.34,90,29,9.66,scattered clouds
670,Bolivar,US,37.6145,-93.4105,96.84,70,100,13.67,overcast clouds
671,Esil,KZ,51.9556,66.4042,71.91,65,100,2.66,overcast clouds
672,Noumea,NC,-22.2763,166.4572,69.01,99,51,13.06,broken clouds
673,Guozhen,CN,34.3659,107.359,81.37,39,0,4.92,clear sky
674,Padang,ID,-0.9492,100.3543,76.19,88,100,3.09,overcast clouds
675,Olive Branch,US,34.9618,-89.8295,98.73,50,20,3.0,few clouds
676,Abonnema,NG,4.7084,6.7931,77.38,84,100,6.55,overcast clouds
677,Lismore,AU,-28.8135,153.2773,57.29,92,0,5.75,clear sky
678,Nelson Bay,AU,-32.7167,152.15,59.95,70,0,5.91,clear sky
679,Conchas,BR,-23.0153,-48.0106,66.0,39,100,9.19,overcast clouds
680,Heilbron,ZA,-27.2812,27.9709,50.56,26,0,4.0,clear sky
681,Korablino,RU,53.9164,40.0133,71.42,69,7,5.14,clear sky
682,Vila,PT,42.0304,-8.1588,55.74,85,95,3.56,overcast clouds
683,Geraldton,AU,-28.7667,114.6,61.21,63,75,16.11,broken clouds
684,Sitka,US,57.0531,-135.33,60.69,88,90,4.61,mist
685,Tenenkou,ML,14.4572,-4.9169,90.1,49,100,5.48,overcast clouds
686,Sisimiut,GL,66.9395,-53.6735,49.33,77,12,4.36,few clouds
687,Conceicao Do Araguaia,BR,-8.2578,-49.2647,93.33,38,0,11.5,clear sky
688,Paamiut,GL,61.994,-49.6678,45.61,85,97,17.72,overcast clouds
689,Ganzhou,CN,28.8184,115.4327,78.12,87,83,1.97,broken clouds
690,Jinzhou,CN,41.1078,121.1417,71.47,94,83,6.44,broken clouds
691,Santa Fe,AR,-31.6333,-60.7,69.75,24,0,1.01,clear sky
692,Kurdzhinovo,RU,43.9884,40.9552,62.35,81,4,6.2,clear sky
693,Port-Gentil,GA,-0.7193,8.7815,76.96,78,20,12.66,few clouds
694,Champasak,LA,14.75,106.0,72.86,100,100,0.85,overcast clouds
695,Marquette,US,46.5333,-87.6335,71.67,72,61,10.98,broken clouds
696,Plouzane,FR,48.3833,-4.6167,61.12,79,75,8.05,broken clouds
697,Cumana,VE,10.4635,-64.1775,71.69,76,73,4.5,broken clouds
